,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,TotalSF
1292,13450,7,2002,2002,700.0,916.0,1861,2,1,3,8,0,2.0,492.0,146,91,5.301032167130962,1861
1293,9560,5,1972,1972,360.0,864.0,864,1,0,3,5,0,1.0,288.0,0,0,5.108906507377758,864
1294,8294,4,1971,1971,0.0,858.0,872,1,0,3,5,0,4.0,480.0,0,0,5.089908642274492,872
1295,13695,6,2003,2004,814.0,1114.0,1114,1,0,3,6,0,2.0,576.0,0,78,5.1903345000611365,1114
1296,9375,8,2002,2002,0.0,1284.0,2169,2,1,3,7,1,2.0,647.0,192,87,5.3588881050340165,2169
1297,7558,6,1928,1950,0.0,896.0,1913,1,1,3,9,1,2.0,342.0,0,0,5.247975719996016,1913
1298,11103,7,2006,2006,0.0,728.0,1456,2,1,3,8,1,2.0,440.0,0,0,5.192667792202518,1456
1299,6000,4,1920,1950,250.0,960.0,960,1,0,2,5,0,1.0,308.0,0,0,5.035433740880221,960
1300,15306,8,2006,2007,80.0,1732.0,1776,2,0,3,7,1,3.0,712.0,0,0,5.452497911221498,1776
1301,16196,7,1998,1998,1443.0,1482.0,1494,2,0,3,5,1,2.0,514.0,402,25,5.332440479885242,1494
1302,5250,8,1872,1987,259.0,684.0,2358,2,0,4,8,0,0.0,0.0,0,54,5.086363390450995,2153
1303,11643,5,1969,1969,500.0,1248.0,2634,2,2,6,12,0,4.0,968.0,0,0,5.301032167130962,2634
1304,9247,6,1962,1962,319.0,858.0,1716,1,1,4,8,1,2.0,490.0,0,84,5.23299865011854,1716
1305,6000,6,1937,2000,0.0,698.0,1176,1,0,2,4,0,2.0,624.0,210,0,5.130015169040861,1176
1306,14720,8,1995,1996,816.0,2033.0,3238,2,1,4,9,1,3.0,666.0,283,86,5.612784915973277,3238
1307,10316,7,2000,2000,735.0,992.0,1865,2,1,3,7,1,3.0,839.0,0,184,5.371069710329429,1865
1308,10192,7,1968,1992,0.0,570.0,1920,3,0,4,8,1,2.0,487.0,0,98,5.230451476044183,1920
1309,9477,5,1966,1966,340.0,864.0,892,1,0,3,5,0,1.0,264.0,0,0,5.041396633271932,892
1310,12537,5,1971,2008,734.0,1078.0,1078,1,1,3,6,1,2.0,500.0,0,0,5.175804530066647,1078
1311,2117,6,2000,2000,378.0,756.0,1573,2,1,3,5,0,2.0,440.0,0,32,5.249200804113697,1573
1312,16737,9,2004,2005,1447.0,1980.0,1980,2,0,3,8,1,3.0,770.0,194,45,5.498311932500053,1980
1313,9842,5,1921,1998,0.0,612.0,2601,3,1,4,8,0,2.0,621.0,183,0,5.276464102021567,2601
1314,16158,7,2005,2005,1274.0,1530.0,1530,2,0,3,7,1,2.0,430.0,168,36,5.414975018330997,1530
1315,12513,4,1920,2007,0.0,715.0,1738,2,0,4,7,1,1.0,368.0,55,0,5.020779628254681,1738
1316,8499,6,2006,2007,0.0,616.0,1412,2,1,3,6,1,2.0,432.0,0,36,5.195714276990088,1412
1317,3180,7,2005,2005,0.0,600.0,1200,2,1,2,4,0,2.0,480.0,0,166,5.1588236850168965,1120
1318,7500,7,2000,2000,533.0,814.0,1674,2,1,3,7,0,2.0,663.0,0,96,5.334455761768878,1674
1319,9179,7,1999,1999,633.0,873.0,1790,2,1,3,7,0,2.0,588.0,0,88,5.2855595592324205,1790
1320,2665,5,1977,1977,548.0,757.0,1475,2,0,4,6,1,1.0,336.0,104,26,5.103807140584084,1475
1321,4435,6,2003,2004,685.0,848.0,848,1,0,1,4,0,2.0,420.0,140,0,5.158365508018679,848
1322,10635,8,2003,2003,370.0,1657.0,1668,2,0,3,8,1,2.0,502.0,0,262,5.365489856845839,1668
1323,5400,4,1920,1950,315.0,840.0,1374,1,0,2,6,0,1.0,338.0,0,0,5.021193435188165,1374
1324,9600,6,1955,1996,831.0,992.0,1661,1,0,3,8,1,1.0,377.0,0,28,5.218800622239652,1661
1325,9750,7,1998,1998,975.0,1108.0,2097,2,1,3,8,1,2.0,583.0,253,170,5.438227390884479,2097
1326,11400,10,2001,2002,1282.0,2633.0,2633,2,1,2,8,2,3.0,804.0,314,140,5.668852579045041,2633
1327,10625,7,2005,2005,0.0,1026.0,1958,2,1,3,9,1,3.0,936.0,154,210,5.397941745846491,1958
1328,10991,8,2007,2007,0.0,1571.0,1571,2,0,3,7,1,3.0,722.0,100,36,5.37839971807606,1571
1329,6292,6,1930,1950,384.0,768.0,790,1,0,2,4,0,1.0,160.0,0,141,4.9590461647617055,790
1330,10998,5,1941,1960,408.0,984.0,1604,2,0,3,6,0,2.0,660.0,0,68,5.068189573648947,1604
1331,1953,6,1973,1973,309.0,483.0,987,1,1,2,5,0,1.0,264.0,72,0,4.919083324808191,987
1332,9735,5,2006,2007,0.0,384.0,1394,2,1,3,7,0,2.0,400.0,100,0,5.224017404168001,1394
1333,8212,3,1914,1950,203.0,864.0,864,1,0,2,5,0,1.0,200.0,0,0,4.767163289856027,864
1334,12925,6,1970,1970,865.0,1205.0,2117,2,1,4,7,2,2.0,550.0,0,42,5.3756654425653805,2117
1335,7200,7,1920,1950,0.0,596.0,1762,1,1,4,8,0,2.0,576.0,36,0,5.195902418607315,1762
1336,9060,6,1939,1950,204.0,560.0,1258,1,0,2,6,0,1.0,280.0,0,0,5.021193435188165,1258
1337,5436,4,1922,2007,735.0,796.0,1154,1,0,3,7,0,1.0,240.0,0,96,5.09864718631707,1154
1338,16692,7,1978,1978,790.0,1392.0,2784,3,1,5,12,2,2.0,564.0,0,112,5.397941745846491,2784
1339,8520,6,1916,1950,168.0,714.0,2526,2,0,5,10,1,1.0,216.0,88,15,5.1335421017002565,2526
1340,14892,9,2006,2007,1320.0,1746.0,1746,2,0,3,7,2,3.0,758.0,201,39,5.576918106412642,1746
1341,6000,6,1941,1950,375.0,735.0,1218,1,0,3,6,1,2.0,440.0,0,0,5.117274610868163,1218
1342,9100,7,2000,2000,1400.0,1525.0,1525,2,0,3,6,0,2.0,541.0,219,36,5.371069710329429,1525
1343,8944,5,1967,1967,0.0,1584.0,1584,2,0,4,8,0,3.0,792.0,0,152,5.093425187522967,1584
1344,7838,5,1967,1967,769.0,864.0,900,1,0,3,6,1,1.0,288.0,175,144,5.089908642274492,900
1345,10800,6,1905,2000,0.0,482.0,1912,2,0,3,7,1,2.0,672.0,0,25,5.21219026877911,1912
1346,4045,7,2006,2006,1070.0,1356.0,1500,2,0,2,6,1,3.0,648.0,161,20,5.391956086969887,1500
1347,12665,8,2005,2006,0.0,1094.0,2482,2,1,4,9,1,3.0,642.0,144,39,5.4490369378676915,2482
1348,6120,5,1920,2004,0.0,939.0,1513,1,1,4,8,0,1.0,180.0,24,0,5.138305856660119,1513
1349,7200,5,1950,1982,180.0,1208.0,1904,1,1,3,7,0,1.0,240.0,0,0,5.1398822334512975,1904
1350,6171,6,1925,1990,264.0,976.0,1608,2,1,3,7,1,1.0,216.0,147,16,5.138147903822282,1608
1351,6000,6,1929,1950,0.0,862.0,1158,1,0,3,5,1,1.0,208.0,0,0,5.079184865153228,1158
1352,7415,6,2004,2004,759.0,839.0,1593,2,1,3,8,1,2.0,398.0,100,75,5.2855595592324205,1593
1353,6762,7,2006,2006,0.0,1286.0,1294,2,0,2,6,1,2.0,662.0,168,55,5.287533011050722,1294
1354,15256,8,2007,2007,929.0,1485.0,1464,2,0,3,6,0,3.0,754.0,168,160,5.451668254516227,1464
1355,10410,3,1915,1950,0.0,672.0,1214,1,0,3,6,0,3.0,936.0,216,0,5.021193435188165,1214
1356,3842,8,2004,2005,1373.0,1594.0,1646,2,0,2,5,1,2.0,482.0,128,53,5.4393342730800525,1646
1357,8445,5,1972,2007,656.0,768.0,768,1,0,2,5,0,2.0,396.0,58,0,5.123854906326854,768
1358,8780,5,1985,1985,625.0,833.0,833,1,0,3,5,0,0.0,0.0,0,0,5.049221900282173,833
1359,7740,4,1910,1950,0.0,622.0,1363,1,0,3,6,0,2.0,528.0,0,0,5.09864718631707,1363
1360,12420,7,2001,2001,666.0,944.0,1840,2,1,3,6,0,2.0,622.0,0,45,5.361729724250366,1840
1361,9600,6,1950,2005,120.0,856.0,1668,1,1,3,6,0,1.0,271.0,0,0,5.146131137770602,1668
1362,7200,4,1949,1950,0.0,0.0,1040,2,0,2,6,0,2.0,420.0,0,0,4.95424733490676,1040
1363,10994,8,2005,2006,976.0,1844.0,1844,2,0,2,7,1,2.0,620.0,165,44,5.409934813189804,1844
1364,13053,6,1923,2000,0.0,833.0,1848,1,1,4,8,1,2.0,370.0,0,0,5.315972443492825,1848
1365,3635,7,2007,2007,988.0,1386.0,1569,2,0,1,7,1,3.0,660.0,143,20,5.245268308435559,1569
1366,11340,4,1885,1950,0.0,777.0,2290,2,0,4,11,0,2.0,560.0,0,0,5.088139633947158,2290
1367,16545,8,1998,1998,781.0,1284.0,2450,2,1,3,7,1,3.0,1069.0,0,126,5.531480194377088,2450
1368,9204,5,1963,1963,25.0,1144.0,1144,1,1,3,6,0,1.0,336.0,0,88,5.093425187522967,1144
1369,16381,6,1969,1969,1110.0,1844.0,1844,2,0,3,7,1,2.0,540.0,0,73,5.348306810552682,1844
1370,11700,6,1968,1968,404.0,708.0,1416,2,1,3,7,1,2.0,776.0,0,169,5.255033577427124,1416
1371,4043,6,1977,1977,360.0,1069.0,1069,2,0,2,4,1,2.0,440.0,0,55,5.105513590987847,1069
1372,4435,6,2003,2003,686.0,848.0,848,1,0,1,3,0,2.0,420.0,140,0,5.135135833009676,848
1373,19690,6,1966,1966,0.0,697.0,2201,2,0,4,8,1,2.0,432.0,586,236,5.43928689308809,2201
1374,9503,5,1958,1983,457.0,1024.0,1344,1,0,2,6,1,1.0,484.0,316,28,5.158365508018679,1344
1375,10721,6,1959,1959,0.0,1252.0,1252,1,0,3,7,0,2.0,528.0,0,39,5.152291402784132,1252
1376,10944,7,1994,1994,1000.0,1223.0,2127,2,1,3,5,2,2.0,525.0,171,132,5.4329708934341125,2127
1377,10930,5,1945,1950,580.0,913.0,1558,1,1,3,6,1,1.0,288.0,0,0,5.146131137770602,1558
1378,7200,5,1940,1992,510.0,788.0,804,1,0,2,4,2,1.0,240.0,0,0,5.075550610910658,804
1379,12546,6,1981,1981,678.0,1440.0,1440,2,0,3,7,1,2.0,467.0,0,0,5.262216079961352,1440
1380,4928,6,1976,1976,958.0,958.0,958,2,0,2,5,0,2.0,440.0,0,60,5.157610874530164,958
1381,10800,4,1927,2007,0.0,656.0,968,2,0,4,5,0,1.0,216.0,0,0,4.809566447830854,968
1382,10261,6,2000,2000,0.0,936.0,1792,2,1,3,8,1,2.0,451.0,0,0,5.270681164795203,1792
1383,17400,5,1977,1977,936.0,1126.0,1126,2,0,3,5,1,2.0,484.0,295,41,5.204122696987954,1126
1384,8400,6,1962,2005,0.0,1319.0,1537,1,1,3,7,1,2.0,462.0,0,36,5.240551744220726,1537
1385,9000,4,1971,1971,616.0,864.0,864,1,0,3,5,0,2.0,528.0,0,0,5.080990650999516,864
1386,12444,8,2008,2008,1336.0,1932.0,1932,2,0,2,7,1,3.0,774.0,0,66,5.596176891160428,1932
1387,7407,6,1957,1996,600.0,912.0,1236,1,0,2,6,0,2.0,923.0,0,158,5.175224701432106,1236
1388,11584,7,1979,1979,315.0,539.0,1725,2,1,3,6,1,2.0,550.0,0,88,5.294468430696515,1725
1389,11526,6,1922,1994,0.0,588.0,2555,2,0,3,11,1,2.0,672.0,431,0,5.281035641034874,2171
1390,4426,6,2004,2004,697.0,848.0,848,1,0,1,3,1,2.0,420.0,149,0,5.174062716586563,848
1391,11003,10,2008,2008,765.0,1017.0,2007,2,1,3,10,1,3.0,812.0,168,52,5.4913630947819545,2007
1392,8854,6,1916,1950,0.0,952.0,952,1,0,2,4,1,1.0,192.0,0,98,5.082788959512213,952
1393,8500,7,2004,2004,0.0,1422.0,1422,2,0,3,7,0,2.0,626.0,192,60,5.254308750445277,1422
1394,8400,6,1966,1966,187.0,814.0,913,1,0,3,6,0,1.0,240.0,0,0,5.1105930769100905,913
1395,10000,8,1995,1996,1079.0,1220.0,2090,2,1,3,8,1,2.0,556.0,0,65,5.380213051268178,2090
1396,11767,4,1910,2000,0.0,560.0,1346,1,1,2,6,0,1.0,384.0,168,24,5.049221900282173,1346
1397,1533,5,1970,1970,553.0,630.0,630,1,0,1,3,0,0.0,0.0,0,0,4.963792547912095,630
1398,9000,5,1974,1974,0.0,896.0,1792,2,2,4,8,0,0.0,0.0,32,45,5.1335421017002565,1792
1399,9262,8,2008,2009,0.0,1573.0,1578,2,0,3,7,1,3.0,840.0,0,36,5.458019578036031,1578
1400,3675,5,2005,2005,547.0,547.0,1072,1,0,2,5,0,2.0,525.0,0,28,5.161370997359005,1072
1401,17217,5,2006,2006,0.0,1140.0,1140,1,0,3,6,0,0.0,0.0,36,56,4.926861848498948,1140
1402,7500,7,2004,2005,410.0,1221.0,1221,2,0,2,6,0,2.0,400.0,0,113,5.267174075934409,1221
1403,7917,6,1999,2000,0.0,953.0,1647,2,1,3,7,1,2.0,460.0,0,40,5.243040530361958,1647
1404,13175,6,1978,1988,790.0,1542.0,2073,2,0,3,7,2,2.0,500.0,349,0,5.322221362797957,2073
1405,9042,7,1941,2006,275.0,1152.0,2340,2,0,4,9,2,1.0,252.0,0,60,5.425698842982355,2340
1406,9717,5,1950,1996,49.0,1078.0,1078,1,0,2,5,0,1.0,240.0,366,0,5.15267353340699,1078
1407,9937,5,1965,1965,830.0,1256.0,1256,1,1,3,6,0,1.0,276.0,736,68,5.16879496467357,1256
1408,11622,5,1961,1961,468.0,882.0,896,1,0,2,5,0,1.0,730.0,140,0,5.228600519246308,896
1409,14267,6,1958,1958,923.0,1329.0,1329,1,1,3,6,0,1.0,312.0,393,36,5.273600763554541,1329
1410,13830,5,1997,1998,791.0,928.0,1629,2,1,3,6,1,2.0,482.0,212,34,5.263834828202347,1629
1411,9978,6,1998,1998,602.0,926.0,1604,2,1,3,7,1,2.0,470.0,360,36,5.253623886373725,1604
1412,5005,8,1992,1992,263.0,1280.0,1280,2,0,2,5,0,2.0,506.0,0,82,5.178202580412846,1280
1413,10000,6,1993,1994,0.0,763.0,1655,2,1,3,7,1,2.0,440.0,157,84,5.248343608225821,1655
1414,7980,6,1992,2007,935.0,1168.0,1187,2,0,3,6,0,2.0,420.0,483,21,5.2357076826388536,1187
1415,8402,6,1998,1998,0.0,789.0,1465,2,1,3,7,1,2.0,393.0,0,75,5.24331342814656,1465
1416,10176,7,1990,1990,637.0,1300.0,1341,1,1,2,5,1,2.0,506.0,192,0,5.209547183312832,1341
1417,8400,4,1970,1970,804.0,882.0,882,1,0,2,4,0,2.0,525.0,240,0,5.206088838593178,882
1418,5858,7,1999,1999,1051.0,1405.0,1337,2,0,2,5,1,2.0,511.0,203,68,5.198475634902902,1337
1419,12858,9,2009,2010,0.0,1590.0,2334,2,1,3,10,1,3.0,751.0,144,133,5.253970083415362,2334
1420,12883,8,2009,2010,0.0,1544.0,1544,2,0,3,7,0,3.0,868.0,0,35,5.267253884452641,1544
1421,11520,9,2005,2005,110.0,1698.0,1698,2,0,3,7,1,3.0,730.0,192,74,5.26091291255097,1698
1422,14122,8,2005,2006,28.0,1822.0,1822,2,0,3,8,1,3.0,678.0,0,119,5.262579223296476,1822
1423,14300,9,2003,2004,1373.0,2846.0,2696,2,1,3,10,2,3.0,958.0,220,150,5.273751085276268,2696
1424,13650,8,2002,2002,578.0,1671.0,2250,2,1,3,7,1,3.0,756.0,238,130,5.2707836130578425,2250
1425,7132,8,2006,2006,24.0,1370.0,1370,2,0,2,6,1,2.0,484.0,120,49,5.19929157277753,1370
1426,13300,7,2004,2004,326.0,384.0,1374,2,1,3,7,1,2.0,400.0,100,0,5.269176586011944,1374
1427,8577,7,2004,2004,0.0,847.0,1733,2,1,3,7,1,2.0,433.0,144,48,5.241424442639649,1733
1428,8987,8,2005,2006,0.0,1595.0,1595,2,0,2,6,1,3.0,880.0,144,0,5.212152966039436,1595
1429,9215,7,2009,2010,0.0,1218.0,1218,2,0,2,4,0,2.0,676.0,0,136,5.21040146402429,1218
1430,10440,6,2005,2005,1414.0,1468.0,1468,2,0,2,6,1,2.0,528.0,0,102,5.2197050013371005,1468
1431,11920,7,2004,2004,0.0,831.0,1659,2,1,3,8,0,2.0,484.0,144,68,5.257510583190615,1659
1432,9800,5,1920,1950,0.0,816.0,1012,1,0,2,5,0,1.0,429.0,121,0,5.2134699421277055,1012
1433,13143,8,1993,1993,250.0,1231.0,2349,2,1,4,9,1,3.0,762.0,32,130,5.298466622492416,2349
1434,11134,8,1992,1993,1129.0,1390.0,2225,2,1,4,7,1,3.0,713.0,198,30,5.28974275651245,2225
1435,12853,8,2010,2010,1032.0,1642.0,1418,1,1,1,6,1,3.0,852.0,160,192,5.193722733154959,1418
1436,7379,8,2000,2000,484.0,975.0,1848,2,1,3,7,1,2.0,592.0,280,184,5.235510771772452,1848
1437,8000,7,2002,2002,833.0,1492.0,1492,2,0,3,6,1,2.0,596.0,277,137,5.238585498161432,1492
1438,10456,6,1967,1967,506.0,1829.0,1829,2,0,4,8,0,2.0,535.0,0,76,5.284272779857726,1829
1439,10791,6,1993,1993,1137.0,1280.0,2495,2,1,4,9,1,2.0,660.0,224,32,5.280758151097749,2495
1440,9600,6,1971,1971,329.0,715.0,1645,1,2,4,7,0,2.0,441.0,0,78,5.282961803534335,1645
1441,9600,5,1966,1966,698.0,1232.0,1232,1,1,3,6,0,2.0,490.0,0,224,5.246409940223618,1232
1442,9900,5,1966,1966,1059.0,1209.0,1209,1,0,3,6,0,2.0,504.0,0,0,5.247862838472437,1209
1443,9680,5,1967,1967,1010.0,1510.0,1510,2,0,3,6,0,2.0,517.0,0,40,5.246798839373632,1510
1444,10600,6,1964,1964,0.0,533.0,1775,2,0,3,8,0,2.0,480.0,0,172,5.2539119996835995,1775
1445,13260,5,1962,2001,1500.0,1728.0,1728,2,0,6,10,0,0.0,0.0,0,0,5.342580577381627,1728
1446,9724,5,1952,2002,670.0,1140.0,2461,2,0,3,7,2,2.0,400.0,0,0,5.24428454457569,2461
1447,11380,6,1966,2008,944.0,1080.0,1128,1,0,2,5,1,1.0,315.0,238,0,5.212925012191754,1128
1448,8267,5,1958,1958,0.0,1604.0,1604,2,0,4,8,0,2.0,576.0,42,0,5.26930742293804,1604
1449,8197,7,2003,2009,1188.0,1480.0,1480,2,0,3,7,0,2.0,620.0,252,73,5.233993080577534,1480
1450,8050,5,1959,1959,856.0,1143.0,1143,1,0,3,6,0,1.0,308.0,0,0,5.241593792211823,1143
1451,10725,5,1959,1959,936.0,1206.0,1206,1,0,3,6,0,1.0,312.0,0,21,5.254506989989117,1206
1452,10032,6,1959,1959,734.0,1244.0,1580,1,1,3,6,2,2.0,440.0,0,28,5.253880534418401,1580
1453,8382,4,1956,1956,0.0,832.0,1337,1,0,3,5,0,1.0,263.0,0,0,5.23491444587379,1337
1454,10950,5,1952,1952,339.0,864.0,1064,1,0,2,4,0,1.0,318.0,0,0,5.222326210990811,1064
1455,10895,5,1955,1955,648.0,972.0,972,1,0,3,5,0,1.0,305.0,0,0,5.257973602930525,972
1456,13587,5,1958,1958,532.0,988.0,988,1,0,2,5,0,1.0,264.0,0,0,5.232830996311034,988
1457,7898,4,1920,1994,0.0,576.0,985,1,0,2,4,0,2.0,676.0,0,0,5.203410961329448,985
1458,8064,6,1948,2004,481.0,816.0,1224,1,0,3,5,0,1.0,280.0,414,0,5.24166101564229,1224
1459,7635,5,1960,1960,588.0,1175.0,1175,1,1,3,6,0,2.0,484.0,0,0,5.242310306244919,1175
1460,9760,6,1963,1984,717.0,1395.0,1395,1,0,2,7,1,2.0,440.0,657,0,5.216187022476723,1395
1461,5805,5,1957,1957,274.0,1347.0,1347,1,0,3,6,0,2.0,551.0,0,0,5.233262700602947,1347
1462,6900,6,1938,2000,0.0,827.0,1251,1,0,3,6,0,1.0,240.0,0,0,5.22462628218543,1251
1463,11851,5,1948,2009,780.0,1027.0,1633,1,0,3,7,1,1.0,240.0,0,100,5.2624605824022455,1633
1464,8239,5,1920,1962,176.0,1008.0,1245,1,0,3,6,0,1.0,315.0,0,0,5.236992981127964,1245
1465,9656,2,1923,1970,0.0,678.0,832,1,0,2,5,1,2.0,780.0,0,0,5.218556510487597,832
1466,9600,8,1900,2003,0.0,930.0,1566,2,0,3,7,0,1.0,288.0,54,228,5.246409940223618,1566
1467,9000,8,1890,2002,0.0,346.0,2268,3,0,3,7,0,2.0,624.0,0,108,5.243491959341141,2268
1468,9045,5,1910,1950,0.0,840.0,2256,2,0,4,12,0,0.0,0.0,0,18,5.280482760430329,2256
1469,10560,6,1922,1994,283.0,738.0,1470,1,1,2,6,0,2.0,624.0,0,0,5.223202504874761,1470
1470,5830,5,1950,1997,788.0,988.0,1612,1,1,3,7,0,1.0,363.0,0,0,5.224895470849483,1612
1471,7793,7,1922,2005,474.0,1108.0,2068,1,1,3,8,1,1.0,315.0,0,0,5.240332046736736,2068
1472,5000,4,1925,1950,188.0,765.0,765,1,0,2,4,0,1.0,200.0,135,0,5.187619412913221,765
1473,6000,6,1939,1950,452.0,608.0,1132,1,0,2,5,0,1.0,240.0,0,0,5.193132950091116,1132
1474,6000,6,1940,1950,264.0,572.0,1196,1,1,3,6,2,2.0,576.0,0,0,5.225758853950956,1196
1475,6360,5,1942,1950,360.0,835.0,1453,1,1,3,7,2,1.0,240.0,0,0,5.227585935078577,1453
1476,6000,6,1948,1950,300.0,780.0,1416,1,1,3,6,0,1.0,312.0,221,0,5.225758853950956,1416
1477,6240,5,1936,1980,276.0,528.0,1040,1,0,2,5,0,2.0,624.0,306,0,5.19750385215991,1040
1478,6240,5,1930,1950,448.0,928.0,1536,2,0,4,7,1,2.0,480.0,0,10,5.2598876091329245,1536
1479,6120,6,1923,1950,960.0,1124.0,1068,1,0,2,5,1,1.0,288.0,0,0,5.190709790025516,1068
1480,8094,4,1915,1950,0.0,888.0,1962,1,1,4,9,1,2.0,572.0,160,0,5.276199769737256,1962
1481,12900,6,1912,2009,0.0,780.0,1560,1,1,3,7,0,0.0,0.0,344,0,5.264732844036602,1560
1482,10632,5,1917,1950,0.0,689.0,1224,1,1,3,6,0,1.0,180.0,0,0,5.243239018482781,1224
1483,9900,5,1915,1950,1026.0,1212.0,1392,1,0,3,6,0,0.0,0.0,0,0,5.242404758074511,1392
1484,6001,6,1940,1950,368.0,600.0,919,1,0,3,5,0,1.0,231.0,0,0,5.225764018743368,919
1485,6449,4,1907,1950,73.0,707.0,1884,1,1,4,7,0,0.0,0.0,0,0,5.260867659524876,1884
1486,6048,5,1910,1950,736.0,856.0,1680,2,0,2,7,1,2.0,450.0,56,144,5.199502862228537,1680
1487,10773,4,1967,1967,704.0,1832.0,1832,2,0,4,8,0,0.0,0.0,0,58,5.285678804457508,1832
1488,7800,5,1966,2008,240.0,864.0,892,1,0,3,5,0,1.0,416.0,0,0,5.2431174552746045,892
1489,7832,5,1968,1968,775.0,864.0,864,1,0,2,4,0,1.0,280.0,226,0,5.206053710353359,864
1490,7424,5,1978,1978,1319.0,1319.0,1373,1,0,3,5,2,2.0,591.0,0,0,5.23851528929705,1373
1491,11227,5,1968,1968,267.0,720.0,1440,1,1,4,7,2,2.0,480.0,192,38,5.282705927929194,1440
1492,9259,4,1927,1950,0.0,660.0,756,1,0,2,4,0,2.0,440.0,80,0,5.216501064104618,756
1493,11479,6,1950,1987,104.0,663.0,1074,1,0,3,6,1,1.0,467.0,0,52,5.260719958948706,1074
1494,9350,4,1947,1979,192.0,756.0,1531,1,0,3,8,1,1.0,209.0,0,0,5.2506200244843795,1169
1495,9525,5,1954,1998,954.0,1172.0,1172,1,0,3,5,0,1.0,366.0,240,0,5.251458139467161,1172
1496,11200,5,1964,1964,0.0,1250.0,1298,2,0,3,5,0,2.0,504.0,0,144,5.259409897814013,1298
1497,11980,7,1987,1987,1433.0,1433.0,1433,1,1,1,4,2,2.0,528.0,0,278,5.195085625166776,1433
1498,12361,6,1993,1993,860.0,946.0,1802,2,1,3,8,1,4.0,1017.0,450,92,5.262220828892276,1802
1499,7360,7,2010,2010,24.0,1222.0,1222,2,0,2,6,0,2.0,615.0,0,54,5.197487315797653,1222
1500,14235,6,1900,1993,0.0,676.0,1445,2,0,3,6,0,2.0,484.0,0,59,5.265716166065253,1445
1501,11105,5,1996,1996,870.0,870.0,965,1,0,2,4,0,2.0,580.0,71,0,5.2288236664589,965
1502,9337,7,1997,1998,353.0,878.0,1692,2,1,3,8,1,2.0,513.0,0,39,5.24513496352837,1692
1503,7480,5,1972,1972,480.0,876.0,876,1,0,3,5,0,2.0,484.0,0,0,5.241551461009298,876
1504,10389,8,2003,2003,1682.0,1978.0,1978,2,1,3,8,1,3.0,850.0,188,25,5.252906404675442,1978
1505,9375,7,1997,1997,0.0,1040.0,2098,2,1,4,9,1,2.0,621.0,331,38,5.276914245735038,2098
1506,8777,3,1945,2007,0.0,0.0,640,1,0,2,5,0,1.0,240.0,0,0,5.2080891556378255,640
1507,8842,5,1954,1954,0.0,381.0,992,1,0,3,6,0,1.0,319.0,60,0,5.234410974650116,992
1508,10044,5,1968,1968,1070.0,1196.0,1196,1,0,3,6,0,1.0,336.0,257,0,5.253938622358286,1196
1509,11792,4,1948,1950,0.0,744.0,1120,1,0,2,5,0,2.0,480.0,0,0,5.229456575216811,1120
1510,6305,6,1975,1975,528.0,1008.0,1096,1,0,3,5,1,1.0,352.0,0,0,5.235753110931981,1096
1511,6410,4,1958,1958,0.0,960.0,960,1,0,3,5,0,0.0,0.0,0,0,5.233480928839501,960
1512,7890,6,1939,1950,238.0,856.0,856,1,0,2,4,1,2.0,399.0,0,0,5.200352469596359,856
1513,7200,4,1967,1967,0.0,0.0,2650,3,0,6,10,0,0.0,0.0,0,0,5.320684145596158,2650
1514,9839,5,1931,1950,0.0,894.0,1666,1,0,3,7,1,0.0,0.0,0,156,5.250273586232246,1666
1515,10452,7,1941,1985,426.0,1528.0,2133,1,1,4,8,2,1.0,312.0,0,0,5.289214245392255,2133
1516,8154,2,1941,1950,480.0,480.0,540,1,0,1,4,0,1.0,200.0,0,0,5.167219829123646,540
1517,9140,6,1921,1975,308.0,629.0,1107,1,0,2,5,0,1.0,625.0,0,56,5.210005329572291,1107
1518,8712,4,1896,1950,0.0,756.0,952,1,0,3,5,0,1.0,330.0,0,0,5.247546122816998,952
1519,11050,8,1998,1999,615.0,1049.0,1916,2,1,3,8,1,3.0,741.0,0,70,5.256051124038144,1916
1520,9620,6,1977,1977,679.0,1243.0,1285,2,0,3,6,1,2.0,473.0,375,26,5.249220377398143,1285
1521,12760,6,1976,1976,0.0,1958.0,2048,3,0,5,9,0,2.0,776.0,0,0,5.318125969073185,2048
1522,11896,7,2008,2008,78.0,1336.0,1346,2,0,3,6,1,3.0,660.0,100,48,5.260042752240024,1346
1523,9803,7,2009,2010,0.0,1214.0,1214,2,0,2,6,0,2.0,520.0,0,25,5.204589309880151,1214
1524,9802,5,2006,2007,0.0,384.0,1444,2,1,3,7,0,2.0,400.0,100,0,5.247388906807714,1444
1525,10114,5,2004,2005,0.0,1430.0,1430,2,0,3,7,0,2.0,624.0,0,0,5.24618086830646,1430
1526,11875,5,1999,1999,0.0,1344.0,1344,2,0,3,7,1,2.0,686.0,328,0,5.262572105756723,1344
1527,6953,5,1971,2004,469.0,864.0,874,1,0,3,5,0,1.0,352.0,0,0,5.238961423929526,874
1528,12887,5,1984,1984,207.0,833.0,833,1,0,2,5,0,2.0,495.0,431,0,5.229315723920177,833
